id,name,address,lat,lng,Estado del lead,Etapa del ciclo de vida,Número de veces contactado,frecuencia_compra,cantidad_de_sucursales
18192288164,Farmacia - Ignacio Zaragoza - Av. 8 203,"Av. 8 203, Ignacio Zaragoza, Venustiano Carranza, 15000 Ciudad de México, CDMX, México",19.4118295,-99.0885527,Número Inválido,Lead,0.0,,
18192346253,Slim Therapy - Noche Buena - Carolina 138,"Carolina 138, Noche Buena, Benito Juárez, 03720 Ciudad de México, CDMX, México",19.3809073,-99.1781636,En Gestión [Automático],Lead,7.0,,
18192358959,Lobo Farmaceutica - Colonia del Valle Centro - C. Gabriel Mancera 761,"C. Gabriel Mancera 761, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, México",19.3870321,-99.1642357,En Gestión [Automático],Lead,9.0,,
18192358960,FARMACIA DE BAJOS COSTOS - Granjas México - Goma 116,"Goma 116, Granjas México, Iztacalco, 08400 Ciudad de México, CDMX, México",,,Número Inválido,Lead,0.0,,
18192365396,FARMACIA CRISTO MEDICO - Obrera - Juan A. Mateos 41-local C,"Juan A. Mateos 41-local C, Obrera, Cuauhtémoc, 06800 Ciudad de México, CDMX, México",19.410565,-99.1418843,En Gestión [Automático],Lead,23.0,,
18192367708,Farmacias Medik - Jardín Balbuena - local b ret 24,"local b ret 24, Av. del Taller 2, Jardín Balbuena, Venustiano Carranza, 15900 Ciudad de México, CDMX, México",19.4133297,-99.10794,En Gestión [Automático],Lead,20.0,,
18192427577,FARMAFHER - Juventino Rosas - Ote. 110,"Ote. 110, Juventino Rosas, Iztacalco, 08700 Ciudad de México, CDMX, México",19.3918398,-99.107084,En Gestión [Automático],Lead,5.0,,
18192435634,Farmacia La Paz - Colonia del Valle Norte - Calle,"Calle Nicolás San Juan #525-Local 2, Col del Valle Nte, Benito Juárez, 03103 Ciudad de México, CDMX, México",19.3932833,-99.1613138,Nuevo [Automático],Lead,,,
18192481871,Farmacia La Paz - Colonia del Valle Norte - Boulevard Xola,"Boulevard Xola, Eje 6 Sur No. 710, código 2, Col del Valle Nte, Benito Juárez, 03100 Ciudad de México, CDMX, México",19.3967868,-99.1627457,Nuevo [Automático],Lead,,,
18192245778,Farmacia Holanda - Granjas México - Resina,"Resina, Granjas México, Iztacalco, 08400 Ciudad de México, CDMX, México",19.3981856,-99.0946764,En Gestión [Automático],Lead,1.0,,
18192308244,Farmacia Mazal - Farmacia Mazal Tlalpan,"Calz. de Tlalpan 448, Viaducto Piedad, Iztacalco, 08200 Ciudad de México, CDMX, México",19.4008134,-99.1365936,CADENA - No Contactar,Cliente,5.0,,
18192325462,Farmacia la unica - Cuauhtémoc - Esquina Eje 3 Poniente Salamanca,"Esquina Eje 3 Poniente Salamanca, Av Chapultepec, Roma Norte, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",19.4216276,-99.1708328,No es Farmacia,Lead,0.0,,
18192444519,Farmacia Multigenericos Sucursal Patriotismo - Nonoalco - Av. Patriotismo 662,"Av. Patriotismo 662, Nonoalco, Benito Juárez, 03710 Ciudad de México, CDMX, México",19.3809969,-99.1849123,En Gestión [Automático],Lead,6.0,,
18192464251,Farmacias Wells - Nápoles - Río Becerra 461,"Río Becerra 461, Nápoles, Benito Juárez, 03840 Ciudad de México, CDMX, México",19.3862955,-99.1816639,En Gestión [Automático],Lead,7.0,,
18192489388,Farmacias R & S - Santa Anita - Sabinos 44,"Sabinos 44, Santa Anita, Iztacalco, 08300 Ciudad de México, CDMX, México",19.4032804,-99.1231881,Número Inválido,Lead,0.0,,
18192383572,Farmacia De Genericos - Agrícola Oriental - Agrícola Oriental,"Agrícola Oriental, 08500 Ciudad de México, CDMX, México",19.3900628,-99.0788141,No es Farmacia,Lead,0.0,,
18192424107,Premier Pharmacy - Narvarte Poniente - C. J. Enrique Pestalozzi 726,"C. J. Enrique Pestalozzi 726, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México",19.3888119,-99.1588632,En Gestión [Automático],Lead,2.0,,
18192478799,Farmacia San Miguel. - Los Picos VI B - Iztacalco Colonia Picos de Iztacalco Manzana10lt10,"Iztacalco Colonia Picos de Iztacalco Manzana10lt10, Los Picos VI B, Iztapalapa, 09420 Ciudad de México, CDMX, México",19.3781297,-99.1048066,En Gestión [Automático],Lead,1.0,,
18192481872,Farma Sye - Bellavista - Cam. Real a Toluca,"Cam. Real a Toluca, Bellavista, Álvaro Obregón, 01140 Ciudad de México, CDMX, México",19.396687,-99.1912239,En Gestión [Automático],Lead,1.0,,
18193340068,TU MEJOR FARMACIA - Juárez - Av Chapultepec 491,"Av Chapultepec 491, Juárez, Cuauhtémoc, 06700 Ciudad de México, CDMX, México",19.4217261,-99.1731414,En Gestión [Automático],Lead,14.0,,
18191866032,Farmacia de Genéricos Virgen Guadalupana - Ignacio Zaragoza - Av. 10 144,"Av. 10 144, Ignacio Zaragoza, Venustiano Carranza, 15000 Ciudad de México, CDMX, México",19.4124637,-99.0920146,En Gestión [Automático],Lead,6.0,,
18192314144,Abarrotes y Farmacia Birmar - Independencia - Zempoala 51,Zempoala 51 narvarte benito juarez,19.3810368,-99.1498493,En Gestión [Automático],Lead,14.0,Quincenalmente,1.0
18192433074,"Farmacia De Genéricos ""Recreo"" - Bramadero Ramos Millán - Av. del Recreo 3255B","Av. del Recreo 3255B, Bramadero Ramos Millán, Iztacalco, 08000 Ciudad de México, CDMX, México",19.3925943,-99.0928777,En Gestión [Automático],Lead,5.0,,
18192456100,Farmacia Moctezuma - Moctezuma 1a Sección - Calle 15 43,"Calle 15 43, Moctezuma 1a Sección, Venustiano Carranza, 15500 Ciudad de México, CDMX, México",19.4258742,-99.1021261,En Gestión [Automático],Lead,15.0,,
18192466009,Farmacia Diana - Jardín Balbuena - Cecilio Robelo 345-1,"Cecilio Robelo 345-1, Jardín Balbuena, Venustiano Carranza, 15900 Ciudad de México, CDMX, México",19.4232023,-99.1093484,En Gestión [Automático],Lead,12.0,,
18192476012,FARMACIA DE GENERICOS - Leyes de Reforma 3ra Sección - 26 de Enero de 1857,"26 de Enero de 1857, Leyes de Reforma 3ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México",19.3802949,-99.076371,Número Inválido,Lead,0.0,,
18192478800,Diaz Barriga Ricardo - Juárez - Londres 204,"Londres 204, Juárez, Cuauhtémoc, 06600 Juárez, CDMX, México",19.4237142,-99.1673974,En Gestión [Automático],Lead,14.0,,
18192381852,Potección Fico - San Pedro de los Pinos - Av. San Antonio 429,"Av. San Antonio 429, San Pedro de los Pinos, Álvaro Obregón, 01180 Ciudad de México, CDMX, México",19.3853795,-99.189726,En Gestión [Automático],Lead,2.0,,
18192383574,Farmacia Bimec - Ampliación Ramos Millán - Canal de Tezontle 848,"Canal de Tezontle 848, Amp Ramos Millán, Iztacalco, 08020 Ciudad de México, CDMX, México",19.3850977,-99.0971376,En Gestión [Automático],Lead,7.0,,
18192489389,Farmacia De Los Doctores - Doctores - Doctores,"Doctores, 06720 Cuauhtémoc, CDMX, México",19.4072713,-99.1469457,En Gestión [Automático],Lead,1.0,,
18192251136,Farmacia San Miguel - Ignacio Zaragoza - C. 33 86,"C. 33 86, Ignacio Zaragoza, Venustiano Carranza, 15000 Ciudad de México, CDMX, México",19.4131785,-99.0919177,En Gestión [Automático],Lead,2.0,,
18192358961,GNC Av. Río Lerma - Cuauhtémoc - C. Río Lerma 187-Local B,"C. Río Lerma 187-Local B, Cuauhtémoc, 06500 Del. Cuauhtémoc, CDMX, México",19.4280359,-99.1703202,En Gestión [Automático],Lead,3.0,,
18192378144,Farmacia Sagrado Corazon - Bramadero Ramos Millán - Av.Oriente #2213,"Av.Oriente #2213, Ramos Millan, Bramadero Ramos Millán, Iztacalco, 08000 Iztacalco, CDMX, México",19.3923215,-99.0975489,En Gestión [Automático],Lead,1.0,,
18192448094,"Farmacia ""DA VINCI"" - San Francisco Xilcantongo - Av. Pdte. Plutarco Elías Calles 624","Av. Pdte. Plutarco Elías Calles 624, San Francisco Xilcantongo, Iztacalco, 08230 Ciudad de México, CDMX, México",19.3977709,-99.1241707,En Gestión [Automático],Lead,3.0,,
18192489390,FARMACIA DI-FARMA - Barrio de San Miguel - 1er Fco I Madero 76,"1er Fco I Madero 76, Barrio de San Miguel, Iztacalco, 08610 Ciudad de México, CDMX, México",19.3917224,-99.1192921,En Gestión [Automático],Lead,9.0,,
18192356156,Farmacia Estrada,Colonia condesa zamora 5,19.4196092,-99.1763839,En Gestión [Automático],Lead,26.0,Cada dos días,1.0
18192381853,Central De Homeopatia S.A. De C.V. - Hipódromo Condesa - Av Sonora 210,"Av Sonora 210, Hipódromo Condesa, Cuauhtémoc, 06100 Ciudad de México, CDMX, México",19.4129753,-99.1666047,En Gestión [Automático],Lead,15.0,,
18192429954,Farmacia homeopática - INFONAVIT Iztacalco - Av. Río Churubusco 1120-local 15,"Av. Río Churubusco 1120-local 15, INFONAVIT Iztacalco, Iztacalco, 08900 Ciudad de México, CDMX, México",19.3823693,-99.1016487,En Gestión [Automático],Lead,2.0,,
18192464252,Farmacia San Pablo Eugenia - Colonia del Valle Centro - Eugenia 714,"Eugenia 714, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, México",19.387434,-99.166421,Nuevo [Automático],Lead,,,
18192464253,Farmacia Especializada en Oftalmología - Obrera - Chimalpopoca 14,"Chimalpopoca 14, Obrera, Cuauhtémoc, 06000 Ciudad de México, CDMX, México",19.4224274,-99.1420311,En Gestión [Automático],Lead,1.0,,
18192466010,Farmacia homeopatica Argaor - Álamos - Soria 21,"Soria 21, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, México",19.397989,-99.1446972,En Gestión [Automático],Lead,1.0,,
18192310859,Farmacias Mederyfarma Olga Centro - Obrera - C. Juan E. Hernández y Davalos # 90 B,"C. Juan E. Hernández y Davalos # 90 B, Obrera, Cuauhtémoc, 06800 Ciudad de México, CDMX, México",19.4065841,-99.1395784,En Gestión [Automático],Lead,2.0,,
18192356157,Farmacia Eternity - Jardín Balbuena - Ret 2 Lazaro Pavia 5,"Ret 2 Lazaro Pavia 5, Jardín Balbuena, Venustiano Carranza, 15900 Ciudad de México, CDMX, México",19.4233584,-99.1140779,En Gestión [Automático],Lead,16.0,,
18192365397,La Generosa Farmacias - Josefa Ortiz de Domínguez - Calz. de Tlalpan 913,"Calz. de Tlalpan 913, Niños Heroes de Chapultepec, Josefa Ortiz de Domínguez, Benito Juárez, 03430 Ciudad de México, CDMX, México",19.3867616,-99.1393487,En Gestión [Automático],Lead,1.0,,
18192375712,Rotulos Espeindola - Obrera - Simón Bolívar 173,"Simón Bolívar 173, Obrera, Cuauhtémoc, 06800 Ciudad de México, CDMX, México",19.4183109,-99.1406743,En Gestión [Automático],Lead,1.0,,
18193336984,FARMACIA SANASE - Artes Gráficas - Local F,"Local F, Eje 1 Oriente Calz. de La Viga 184, Artes Gráficas, Venustiano Carranza, 06820 Ciudad de México, CDMX, México",19.4131784,-99.12755,En Gestión [Automático],Lead,2.0,,
18193340069,Médica Magistral S. de R.L. de C.V. - Obrera - Antonio Solis 28,"Antonio Solis 28, Obrera, Cuauhtémoc, 06800 Ciudad de México, CDMX, México",19.4099087,-99.1429185,En Gestión [Automático],Lead,7.0,,
18192291498,Farmacias El Fenix del Centro - Roma Norte - Av Chapultepec 104,"Av Chapultepec 104, Roma Nte., Cuauhtémoc, 11520 Ciudad de México, CDMX, México",19.4254035,-99.1547317,En Gestión [Automático],Lead,12.0,,
18192339748,Esoterica escandon - Escandón I Sección - Jose Marti s/n local 148,"Jose Marti s/n local 148, Escandón I Secc, Miguel Hidalgo, 11800 Ciudad de México, CDMX, México",19.4031667,-99.176823,En Gestión [Automático],Lead,9.0,,
18192356159,Genericos Equivalentes,Av. Revolución 545,19.3893567,-99.1863172,Reunión Agendada [Automático],Lead calificado por ventas,8.0,Semanalmente,1.0
18193354038,GNC WM Plaza Oriente - Área Federal Central de Abastos - Ave. Canal de Tezontle #1520,"Ave. Canal de Tezontle #1520, Del. Iztapalapa 11-Local C, Área Federal Central de Abastos, Iztapalapa, 09020 Ciudad de México, CDMX, México",19.3820349,-99.0825801,En Gestión [Automático],Lead,1.0,,
18192337211,Farmacia Líbano - Polanco V Sección - Av. Pdte. Masaryk 101 -1401,"Av. Pdte. Masaryk 101 -1401, Polanco, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México",19.4000654,-99.1779004,En Gestión [Automático],Lead,8.0,,
18192356158,Pharma Club - Roma Norte - Av. Álvaro Obregón 85,"Av. Álvaro Obregón 85, C. U. Benito Juárez, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",19.4187082,-99.1588335,En Gestión [Automático],Lead,1.0,,
18192370560,FARMACIA MEDIFARMA - Campamento 2 de Octubre - Entre Calle Calle 30 de Enero y R. Montoya,"Entre Calle Calle 30 de Enero y R. Montoya, Av. Juan N. Álvarez, Campamento 2 de Octubre, Iztacalco, 08930 Ciudad de México, CDMX, México",19.3856285,-99.1148116,En Gestión [Automático],Lead,1.0,,
18192378145,multiFarmacias Genéricos Nueva York - Nápoles - Nueva York 60,"Nueva York 60, local A, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México",19.3952751,-99.1786066,En Gestión [Automático],Lead,6.0,,
18192381854,Farmacias eco - Obrera - Eje Central Lázaro Cárdenas 146,"Eje Central Lázaro Cárdenas 146, Obrera, Cuauhtémoc, 06800 Ciudad de México, CDMX, México",19.414028,-99.1436889,En Gestión [Automático],Lead,7.0,Diaria,3.0
18192383575,Farmacia Lupita - Juventino Rosas - Sur-117 Mz -20 esquina Carlos Martínez Gil,"Sur-117 Mz -20 esquina Carlos Martínez Gil, Juventino Rosas, Iztacalco, 08700 Ciudad de México, CDMX, México",19.3918477,-99.1065815,En Gestión [Automático],Lead,13.0,,
18192453397,farmacia RIO - INFONAVIT Iztacalco - Av. Río Churubusco 775,"Av. Río Churubusco 775, INFONAVIT Iztacalco, Iztacalco, 08900 Ciudad de México, CDMX, México",19.3836592,-99.1012398,En Gestión [Automático],Lead,7.0,,
18192467597,Glass Nails uñas - Colonia del Valle Norte - Mier y Pesado 317,"Mier y Pesado 317, código 2, Col del Valle Nte, Benito Juárez, 03100 Ciudad de México, CDMX, México",19.394103,-99.1656788,Número Inválido,Lead,0.0,,
18192489392,FARMACIA DEL NIÑO JESUS - Doctor Alfonso Ortiz Tirado - Pl. Mayor 515,"Pl. Mayor 515, Dr Alfonso Ortiz Tirado, Iztapalapa, 09020 Ciudad de México, CDMX, México",19.3887809,-99.0775685,En Gestión [Automático],Lead,1.0,,
18192386128,Farmacia Berlin - Paseos de Churubusco - Río Florido 63-A,"Río Florido 63-A, Paseos de Churubusco, Iztapalapa, 09030 Ciudad de México, CDMX, México",19.3893882,-99.0847574,En Gestión [Automático],Lead,7.0,,
18192464254,Farmacia Radoni Lilia - Impi Picos - Canal de Tezontle 522-A,"Canal de Tezontle 522-A, Impi Picos, Iztacalco, 08760 Ciudad de México, CDMX, México",19.3871299,-99.1052833,En Gestión [Automático],Lead,10.0,,
18192322374,FARMACIA GERSA - Narvarte Poniente - Cumbres de Maltrata 160,"Cumbres de Maltrata 160, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México",19.3952133,-99.1548431,En Gestión [Automático],Lead,22.0,,
18192370561,"Grupo Medico y Farmacia La Misión, Terapia para ciática, dolor de espalda, rodillas, tendinitis - Merced Balbuena - Ote. 30 251-letra C",mexico,19.4199969,-99.1234976,Reunión Agendada [Automático],Lead calificado por ventas,18.0,Diaria,1.0
18192435635,Farmacia San Francisco - Obrera - Manuel Payno 55-Local F,"Manuel Payno 55-Local F, Obrera, Cuauhtémoc, 06800 Ciudad de México, CDMX, México",19.4139496,-99.1410202,En Gestión [Automático],Lead,12.0,,
18192435636,FARMACIA DE GENERICOS BALBUENA - Jardín Balbuena - Calz. Ignacio Zaragoza 247B,"Calz. Ignacio Zaragoza 247B, Jardín Balbuena, Venustiano Carranza, 15900 Ciudad de México, CDMX, México",,,Número Inválido,Lead,0.0,,
18193336985,Farmacia Homeopática y Naturista Cosmos IV - Narvarte Oriente - Xochicalco No.210-Local 2,"Xochicalco No.210-Local 2, Narvarte Oriente, Benito Juárez, 03023 Ciudad de México, CDMX, México",19.393586,-99.153777,En Gestión [Automático],Lead,3.0,,
18193348264,Verduzco Medina Aquilino - Colonia Condesa - Avenida Mazatlan 5,"Avenida Mazatlan 5, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, México",,,En Gestión [Automático],Lead,17.0,,
18192361553,FADERMEX - Buenos Aires - C. Dr. José María Vértiz #466,"C. Dr. José María Vértiz #466, Buenos Aires, Cuauhtémoc, 06780 Ciudad de México, CDMX, México",,,En Gestión [Automático],Lead,11.0,,
18192464255,Farmacia de Genéricos - Vértiz Narvarte - Zempoala 17,"Zempoala 17, Vértiz Narvarte, Benito Juárez, 03600 Ciudad de México, CDMX, México",19.3823021,-99.1496093,Nuevo [Automático],Lead,,,
18192478801,Farmacia Santiago - Campamento 2 de Octubre - Las Torres,"Las Torres, Av. Juan N. Álvarez 59, Campamento 2 de Octubre, Iztacalco, 08930 Ciudad de México, CDMX, México",19.3862384,-99.1188397,En Gestión [Automático],Lead,1.0,,
18193354039,Urban Francisco Enrique - Asturias - Calz. Chabacano 43,"Calz. Chabacano 43, Asturias, Cuauhtémoc, 06850 Ciudad de México, CDMX, México",19.4074822,-99.1326495,En Gestión [Automático],Lead,2.0,,
18192206151,Tu experto de genericos - Obrera - Dolores 6,"Dolores 6, Obrera, Cuauhtémoc, 06800 Cuauhtémoc, CDMX, México",19.4191541,-99.1443329,Número Inválido,Lead,0.0,,
18192325464,Multifarmacia - Tránsito - Gutiérrez Nájera 279,"Gutiérrez Nájera 279, Tránsito, Cuauhtémoc, 06820 Cuahutémoc, CDMX, México",19.4147173,-99.1302857,En Gestión [Automático],Lead,4.0,,
18192333133,Farmacia El Señor de los Rayos - Jardín Balbuena - C. Genaro García 190-local B,"C. Genaro García 190-local B, Jardín Balbuena, Venustiano Carranza, 15900 Ciudad de México, CDMX, México",19.4148672,-99.1033626,En Gestión [Automático],Lead,7.0,,
18192378146,GNC WM Portal Centro - Tránsito - Lorenzo Boturini 258,"Lorenzo Boturini 258, Tránsito, Cuauhtémoc, 06820 Del. Cuauhtémoc, CDMX, México",19.4180147,-99.1300554,En Gestión [Automático],Lead,3.0,,
18192389021,EQUIPOS GINECOLÓGICOS Y MEDICOS - Narvarte Poniente - Enrique Rébsamen 343-4,"Enrique Rébsamen 343-4, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México",19.3969899,-99.159064,En Gestión [Automático],Lead,1.0,,
18192453398,Accesofarm - Doctores - Dr. Federico Gómez Santos 148,"Dr. Federico Gómez Santos 148, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, México",19.4079172,-99.1506317,Seguimiento,Lead,1.0,,
18192474220,Farmacias Especializadas - Escandón I Sección - Av. José Martí No. 262,"Av. José Martí No. 262, Escandón I Secc, Miguel Hidalgo, 11800 Ciudad de México, CDMX, México",19.4005722,-99.1729105,CADENA - No Contactar,Lead,,,
18193345826,Farmacia Mary - Aviación Civil - Adolfo López Mateos 174,"Adolfo López Mateos 174, Aviación Civil, Venustiano Carranza, 15740 Ciudad de México, CDMX, México",19.4152409,-99.0763159,En Gestión [Automático],Lead,2.0,,
18192346255,Pharma Club - 10 de Mayo - Av Canal de Tezontle & 10 de Junio,"Av Canal de Tezontle & 10 de Junio, Campamento 2 de Octubre, 10 de Mayo, Iztacalco, 08930 Ciudad de México, CDMX, México",19.3882708,-99.1133591,En Gestión [Automático],Lead,3.0,,
18192427578,Unidad Venustiano Carranza Arenal - Doctores - Dr Pasteur 115,"Dr Pasteur 115, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, México",19.4135728,-99.1538429,Número Inválido,Lead,0.0,,
